video_id,difficulty,channel_id
LN0IC5OcTeo,1,UCqa2MPu8bLY1PwVFUpSyVhQ
N6xtoev7nPU,1,UCqa2MPu8bLY1PwVFUpSyVhQ
NHU8KLrCMEA,1,UCqa2MPu8bLY1PwVFUpSyVhQ
d6XHuE32tq0,1,UCqa2MPu8bLY1PwVFUpSyVhQ
DPJM_5c4J_g,1,UCqa2MPu8bLY1PwVFUpSyVhQ
UOiCCI9v5uU,1,UCqa2MPu8bLY1PwVFUpSyVhQ
1k9l9phw7aI,1,UCqa2MPu8bLY1PwVFUpSyVhQ
ESfMpo9ozrk,1,UCqa2MPu8bLY1PwVFUpSyVhQ
t31RKQC3dJs,1,UCqa2MPu8bLY1PwVFUpSyVhQ
jcj7rVWPy-s,1,UCqa2MPu8bLY1PwVFUpSyVhQ
DL4_MU6DzrQ,1,UCqa2MPu8bLY1PwVFUpSyVhQ
RNWWnjvZJIM,1,UCqa2MPu8bLY1PwVFUpSyVhQ
toTwGkBdZCs,1,UCqa2MPu8bLY1PwVFUpSyVhQ
xTjXSNmbs2M,1,UCqa2MPu8bLY1PwVFUpSyVhQ
1hv6YSS_aiY,1,UCqa2MPu8bLY1PwVFUpSyVhQ
RB3qUTagl7o,1,UCqa2MPu8bLY1PwVFUpSyVhQ
fPFQwRCKtOQ,1,UCqa2MPu8bLY1PwVFUpSyVhQ
FI_vUXmeOTc,1,UCqa2MPu8bLY1PwVFUpSyVhQ
30nju7fzOgY,1,UCqa2MPu8bLY1PwVFUpSyVhQ
sa2C689BRSs,1,UCqa2MPu8bLY1PwVFUpSyVhQ
HdnJE5S3oNI,1,UCqa2MPu8bLY1PwVFUpSyVhQ
5WLbXo__KlA,1,UCqa2MPu8bLY1PwVFUpSyVhQ
rSHxcmeJtBI,1,UCqa2MPu8bLY1PwVFUpSyVhQ
KPs0rJKzZCg,1,UCqa2MPu8bLY1PwVFUpSyVhQ
0W1P6iVe2ts,1,UCqa2MPu8bLY1PwVFUpSyVhQ
la9yH6X8wDg,1,UCqa2MPu8bLY1PwVFUpSyVhQ
0_Eezov7oQw,1,UCqa2MPu8bLY1PwVFUpSyVhQ
kDx7E3WanJ4,1,UCqa2MPu8bLY1PwVFUpSyVhQ
0hZGpUywxoM,1,UCqa2MPu8bLY1PwVFUpSyVhQ
0YgkD_TZRtw,1,UCqa2MPu8bLY1PwVFUpSyVhQ
o-TzvfU-DVg,1,UCqa2MPu8bLY1PwVFUpSyVhQ
G7TcYs0cGt4,1,UCqa2MPu8bLY1PwVFUpSyVhQ
UtHzKezddO8,1,UCAo41QETLlwvJ-oqjmEPt8A
7Jo-QVaPZdc,1,UCAo41QETLlwvJ-oqjmEPt8A
qxZFWQzdvIs,1,UCAo41QETLlwvJ-oqjmEPt8A
IU8KL_aU4zg,1,UCAo41QETLlwvJ-oqjmEPt8A
w9oq6A_QdvM,1,UCAo41QETLlwvJ-oqjmEPt8A
DFQNFj0mkQQ,1,UCAo41QETLlwvJ-oqjmEPt8A
LHEVe56gT0Q,1,UCAo41QETLlwvJ-oqjmEPt8A
tOiW_S5rdOs,1,UCAo41QETLlwvJ-oqjmEPt8A
gUBt_fu5iJM,1,UCAo41QETLlwvJ-oqjmEPt8A
sMtNpR2CNDA,1,UCAo41QETLlwvJ-oqjmEPt8A
9VqxpkWv1kE,1,UCAo41QETLlwvJ-oqjmEPt8A
yqylArq6i8o,1,UCAo41QETLlwvJ-oqjmEPt8A
mkXhDtKtFWU,1,UCAo41QETLlwvJ-oqjmEPt8A
b3JimjVnIgg,1,UCAo41QETLlwvJ-oqjmEPt8A
XtMXM90dOGo,1,UCAo41QETLlwvJ-oqjmEPt8A
yq5S4iXJv9E,1,UCAo41QETLlwvJ-oqjmEPt8A
q4MnxUBtTl0,1,UCAo41QETLlwvJ-oqjmEPt8A
2jtPUsHOrNg,1,UCAo41QETLlwvJ-oqjmEPt8A
-QCyEpnyVdM,1,UCAo41QETLlwvJ-oqjmEPt8A
y1LzgfUD8Q4,1,UCAo41QETLlwvJ-oqjmEPt8A
M3ZlqRxT8l4,1,UCAo41QETLlwvJ-oqjmEPt8A
QFg_gMlcObI,1,UCAo41QETLlwvJ-oqjmEPt8A
5g6ywMlJL8w,1,UCAo41QETLlwvJ-oqjmEPt8A
46ohuB8aq7Q,1,UCAo41QETLlwvJ-oqjmEPt8A
0_VN7QraHnI,1,UCAo41QETLlwvJ-oqjmEPt8A
GLEjHFniYms,1,UCAo41QETLlwvJ-oqjmEPt8A
IBzcEf6pOE4,1,UCAo41QETLlwvJ-oqjmEPt8A
UnHGW_rrEss,1,UCAo41QETLlwvJ-oqjmEPt8A
pWeeV-IiJhk,1,UCAo41QETLlwvJ-oqjmEPt8A
XE3i87-vInc,1,UCAo41QETLlwvJ-oqjmEPt8A
-weCNwmLtmU,1,UCAo41QETLlwvJ-oqjmEPt8A
UmkyTCJ6QaQ,1,UCAo41QETLlwvJ-oqjmEPt8A
61t-HTw5ZGY,1,UCAo41QETLlwvJ-oqjmEPt8A
PMam1IRm1xc,1,UCAo41QETLlwvJ-oqjmEPt8A
aRF1PITu1As,1,UCAo41QETLlwvJ-oqjmEPt8A
6RV7URLjqB4,1,UCAo41QETLlwvJ-oqjmEPt8A
kSAlbA7P5L4,1,UCAo41QETLlwvJ-oqjmEPt8A
rqWH06aqA04,1,UCAo41QETLlwvJ-oqjmEPt8A
06SXX-rFVyo,1,UCAo41QETLlwvJ-oqjmEPt8A
T4IxsMN2dP8,1,UCAo41QETLlwvJ-oqjmEPt8A
DcQxREDFkEo,1,UCAo41QETLlwvJ-oqjmEPt8A
JR6vtPhlfag,1,UCAo41QETLlwvJ-oqjmEPt8A
fy_XUWM4MmQ,1,UCAo41QETLlwvJ-oqjmEPt8A
KZlv3Eqqd1Q,1,UCAo41QETLlwvJ-oqjmEPt8A
b5x5jszIVqw,1,UCAo41QETLlwvJ-oqjmEPt8A
7YGtjLLPdfM,1,UCAo41QETLlwvJ-oqjmEPt8A
jcbDQIImRkY,1,UCAo41QETLlwvJ-oqjmEPt8A
tIQzptoMGgU,1,UCAo41QETLlwvJ-oqjmEPt8A
RcQjvX3Z3oY,1,UCAo41QETLlwvJ-oqjmEPt8A
Xs-KjZ0scAk,1,UCAo41QETLlwvJ-oqjmEPt8A
yMbLwB-2-yU,1,UCAo41QETLlwvJ-oqjmEPt8A
AGGaeCTUJzU,1,UCAo41QETLlwvJ-oqjmEPt8A
_bnX0t1B0y4,1,UCAo41QETLlwvJ-oqjmEPt8A
-Z-o2j9h3eo,1,UCAo41QETLlwvJ-oqjmEPt8A
4-vaITnUFLc,1,UCAo41QETLlwvJ-oqjmEPt8A
3TDrSyRWLx4,1,UCAo41QETLlwvJ-oqjmEPt8A
ZQ2FHaEloBM,1,UCAo41QETLlwvJ-oqjmEPt8A
6gjTYB4NtDk,1,UCAo41QETLlwvJ-oqjmEPt8A
G7P-1qG9Cjs,1,UCAo41QETLlwvJ-oqjmEPt8A
1RfkVTO5MRg,1,UCAo41QETLlwvJ-oqjmEPt8A
6YbEs3TLKLw,1,UCAo41QETLlwvJ-oqjmEPt8A
vNQlBlKYn1o,1,UCAo41QETLlwvJ-oqjmEPt8A
3rkPK2-YJKg,1,UCAo41QETLlwvJ-oqjmEPt8A
Cp-Ptk4ER1k,1,UCAo41QETLlwvJ-oqjmEPt8A
S-zSlar31xc,1,UCAo41QETLlwvJ-oqjmEPt8A
nwuQ2avq5t0,1,UCAo41QETLlwvJ-oqjmEPt8A
9UU2rq03aIM,1,UCAo41QETLlwvJ-oqjmEPt8A
4-2L6FQ5OjU,1,UCAo41QETLlwvJ-oqjmEPt8A
3l186bBZsFg,1,UCAo41QETLlwvJ-oqjmEPt8A
zirl59WZUVE,1,UCAo41QETLlwvJ-oqjmEPt8A
aI3jIT4AEyM,1,UCAo41QETLlwvJ-oqjmEPt8A
TNyAwhtnzdk,1,UCAo41QETLlwvJ-oqjmEPt8A
LHkacZFh3WE,1,UCAo41QETLlwvJ-oqjmEPt8A
InCDgvH7-Us,1,UCAo41QETLlwvJ-oqjmEPt8A
TOqHH9JtwqA,1,UCAo41QETLlwvJ-oqjmEPt8A
WoGBP1qUB9s,1,UCAo41QETLlwvJ-oqjmEPt8A
32eFCqo1X6M,1,UCAo41QETLlwvJ-oqjmEPt8A
6QVm1NdQgUY,1,UCAo41QETLlwvJ-oqjmEPt8A
a0ru4KrYkJQ,1,UCAo41QETLlwvJ-oqjmEPt8A
Z6PT7ay8YdM,1,UCAo41QETLlwvJ-oqjmEPt8A
t0qZ92a0R8E,1,UCAo41QETLlwvJ-oqjmEPt8A
Ethih4BUZlw,1,UCAo41QETLlwvJ-oqjmEPt8A
1IX8j8ZIV-s,1,UCAo41QETLlwvJ-oqjmEPt8A
pYjRXl7iDII,1,UCAo41QETLlwvJ-oqjmEPt8A
3JfLgj8aQfA,1,UCAo41QETLlwvJ-oqjmEPt8A
blLVMmvDKyI,1,UCAo41QETLlwvJ-oqjmEPt8A
sdlWWq037Tw,1,UCAo41QETLlwvJ-oqjmEPt8A
t8O3Ls59onE,1,UCAo41QETLlwvJ-oqjmEPt8A
jSsYwLhkm7U,1,UCAo41QETLlwvJ-oqjmEPt8A
1YTlY2KjW6s,1,UCAo41QETLlwvJ-oqjmEPt8A
Pr0XoLIaQPs,1,UCAo41QETLlwvJ-oqjmEPt8A
58j7ycxs1_Y,1,UCAo41QETLlwvJ-oqjmEPt8A
TVN9Jwh9Nwc,1,UCAo41QETLlwvJ-oqjmEPt8A
9t2e_yc7dmE,1,UCAo41QETLlwvJ-oqjmEPt8A
JPxx-uqSeOo,1,UCAo41QETLlwvJ-oqjmEPt8A
7vAko-xTdEU,1,UCAo41QETLlwvJ-oqjmEPt8A
5_oMU9nodSY,1,UCAo41QETLlwvJ-oqjmEPt8A
y4hGPz11MpM,1,UCAo41QETLlwvJ-oqjmEPt8A
EH4F9TTrvmQ,1,UCAo41QETLlwvJ-oqjmEPt8A
D2M6N8A-5kU,1,UCAo41QETLlwvJ-oqjmEPt8A
auS5bcqfd-Q,1,UCAOtE1V7Ots4DjM8JLlrYgg
Ounm5n1bPvc,1,UCAOtE1V7Ots4DjM8JLlrYgg
6UrSwvhmsvM,1,UCAOtE1V7Ots4DjM8JLlrYgg
bwqPKo15IBI,1,UCAOtE1V7Ots4DjM8JLlrYgg
fxNOi_uPhgs,1,UCAOtE1V7Ots4DjM8JLlrYgg
XrHD1soezv0,1,UCAOtE1V7Ots4DjM8JLlrYgg
l4bS9hW3l9w,1,UCAOtE1V7Ots4DjM8JLlrYgg
F5MGoX1Atnc,1,UCAOtE1V7Ots4DjM8JLlrYgg
a4Z78O03lzg,1,UCAOtE1V7Ots4DjM8JLlrYgg
j-PRC-qRoKE,1,UCAOtE1V7Ots4DjM8JLlrYgg
SAxjTdW9oo8,1,UCAOtE1V7Ots4DjM8JLlrYgg
rGYAUD5oF90,1,UCAOtE1V7Ots4DjM8JLlrYgg
_oZ5Ri3K1hU,1,UCAOtE1V7Ots4DjM8JLlrYgg
6-I5ZOSFJyI,1,UCAOtE1V7Ots4DjM8JLlrYgg
FSi3RVw08ro,1,UCAOtE1V7Ots4DjM8JLlrYgg
Gw3SgXlOO9o,1,UCAOtE1V7Ots4DjM8JLlrYgg
HQSvcr7LiB0,1,UCAOtE1V7Ots4DjM8JLlrYgg
MqVjmyg9mVs,1,UCAOtE1V7Ots4DjM8JLlrYgg
isLSTwPl9QA,1,UCAOtE1V7Ots4DjM8JLlrYgg
h8atdw9xUJ8,1,UCAOtE1V7Ots4DjM8JLlrYgg
ibJDWhNEKJs,1,UCAOtE1V7Ots4DjM8JLlrYgg
tSburOuxhGw,1,UCAOtE1V7Ots4DjM8JLlrYgg
n2ih5N316QA,1,UCAOtE1V7Ots4DjM8JLlrYgg
DD6HoLwKjwc,1,UCAOtE1V7Ots4DjM8JLlrYgg
EF3zBFfWWiM,1,UCAOtE1V7Ots4DjM8JLlrYgg
BxYsAJlqQN8,1,UCAOtE1V7Ots4DjM8JLlrYgg
5CmlvIONhFs,1,UCAOtE1V7Ots4DjM8JLlrYgg
S31wvZcTjVQ,1,UCAOtE1V7Ots4DjM8JLlrYgg
eVxQaULN4PI,1,UCAOtE1V7Ots4DjM8JLlrYgg
tF0sf44UTmE,1,UCAOtE1V7Ots4DjM8JLlrYgg
qBaDZrDClos,1,UCAOtE1V7Ots4DjM8JLlrYgg
rIAsZ0yUKpE,1,UCAOtE1V7Ots4DjM8JLlrYgg
SJ7eKeV8uw0,1,UCAOtE1V7Ots4DjM8JLlrYgg
JuaQC0jj-Es,1,UCAOtE1V7Ots4DjM8JLlrYgg
dxqvn_PKG3c,1,UCAOtE1V7Ots4DjM8JLlrYgg
QnhA3RkOoeA,1,UCAOtE1V7Ots4DjM8JLlrYgg
XR-dgo1iNkA,1,UCAOtE1V7Ots4DjM8JLlrYgg
WgLch-U4X1g,1,UCAOtE1V7Ots4DjM8JLlrYgg
1GlQoL9dYRs,1,UCAOtE1V7Ots4DjM8JLlrYgg
tfMB9p44LBc,1,UCAOtE1V7Ots4DjM8JLlrYgg
7Vz5P1kUt9Y,1,UCAOtE1V7Ots4DjM8JLlrYgg
lsalGN3s4Bo,1,UCAOtE1V7Ots4DjM8JLlrYgg
i-sNcrllrdM,1,UCAOtE1V7Ots4DjM8JLlrYgg
_k5Pb3Z_Iaw,1,UCAOtE1V7Ots4DjM8JLlrYgg
AwblSoFCdlY,1,UCAOtE1V7Ots4DjM8JLlrYgg
2NXk32DCVAk,1,UCAOtE1V7Ots4DjM8JLlrYgg
BsTSxgUzVbY,1,UCAOtE1V7Ots4DjM8JLlrYgg
50CkTA9DCKY,1,UCAOtE1V7Ots4DjM8JLlrYgg
xPJbdv_Tkxw,1,UCAOtE1V7Ots4DjM8JLlrYgg
qnL_f1wvUvk,1,UCAOtE1V7Ots4DjM8JLlrYgg
kvRZI_kLFbc,1,UCAOtE1V7Ots4DjM8JLlrYgg
OK7kECflrwU,1,UCAOtE1V7Ots4DjM8JLlrYgg
cyLJeMozP1w,1,UCAOtE1V7Ots4DjM8JLlrYgg
5n_Nu2WtZ2Y,1,UCAOtE1V7Ots4DjM8JLlrYgg
PHG_9qrzLUQ,1,UCAOtE1V7Ots4DjM8JLlrYgg
BEIzcbHXJgo,1,UCAOtE1V7Ots4DjM8JLlrYgg
CC3tNJh8WUA,1,UCAOtE1V7Ots4DjM8JLlrYgg
2fj5TxE-DdU,1,UCAOtE1V7Ots4DjM8JLlrYgg
jjeQn_nVIX8,1,UCAOtE1V7Ots4DjM8JLlrYgg
iaj7K_yXkvA,1,UCAOtE1V7Ots4DjM8JLlrYgg
UvZsIKwmQrM,1,UCAOtE1V7Ots4DjM8JLlrYgg
8gDxAwsHZzI,1,UCAOtE1V7Ots4DjM8JLlrYgg
YB6_FWfNpC4,1,UCAOtE1V7Ots4DjM8JLlrYgg
2YRtlKIfmdA,1,UCAOtE1V7Ots4DjM8JLlrYgg
sDuVs0wUwkI,1,UCAOtE1V7Ots4DjM8JLlrYgg
ibv1DlhFy3o,1,UCAOtE1V7Ots4DjM8JLlrYgg
uevCSUAl52s,1,UCAOtE1V7Ots4DjM8JLlrYgg
3qgjbiRcfzs,1,UCAOtE1V7Ots4DjM8JLlrYgg
